id;x_wgs;y_wgs
5787548;24.860715432927865;60.397770407481104
5789447;24.829131020721295;60.3950135770538
5789450;24.842730154669752;60.39523466615114
5791355;24.833813118510346;60.39284435124867
5791360;24.856477022319492;60.39321125733603
5793259;24.824897399105808;60.39045344520505
5793261;24.833962171638728;60.39060127385164
5793262;24.83849459365497;60.39067495685233
5795168;24.838643311716247;60.38843187179185
5797070;24.820664950790004;60.385893182075534
5797074;24.838792006015836;60.38618878575026
5797076;24.84785567636509;60.3863356624581
5798979;24.834409188145433;60.3838720357685
5798980;24.838940676559115;60.383945698727594
5798981;24.843472188723776;60.384019207511336
5800884;24.830026992522594;60.38155514400326
5800885;24.834558146039413;60.381628954443485
5800892;24.86627688414635;60.382141310960606
5802788;24.825645419037414;60.37923811049517
5802789;24.830176237668095;60.37931206838794
5802791;24.8392379463981;60.379459521739115
5802800;24.880016805101622;60.380115431335255
5804697;24.839386545704496;60.37721643177329
5804698;24.843917124696812;60.37728992056554
5804700;24.85297835368803;60.377436435743036
5804701;24.857509003587797;60.377509462125104
5806593;24.798763782745922;60.374305066465475
5806594;24.803293835430317;60.37437993561411
5806599;24.82594445974966;60.37475196972457
5806602;24.83953512127597;60.37497334082645
5806606;24.857656335294042;60.375266344613955
5806607;24.862186697750925;60.3753392102499
5806610;24.87577792581452;60.375556882386135
5808497;24.798915132525053;60.37206203511465
5808498;24.803444874349143;60.372136897476764
5808499;24.807974640293676;60.37221160574611
5808505;24.83515373971688;60.37265661932377
5808507;24.84421363024307;60.372803724367756
5808508;24.84874361104302;60.37287704572968
5808510;24.85780364346886;60.37302322612541
5810409;24.835302578688434;60.370413533089014
5810411;24.844361847501474;60.370560624798735
5810412;24.84889151743682;60.37063393951443
5810413;24.85342121099205;60.37070710013522
5810414;24.857950928117585;60.37078010665952
5810463;25.07993490916586;60.37416862592914
5812310;24.830922105911945;60.368096675568694
5812311;24.835451393891574;60.368170445872366
5812312;24.839980705634257;60.3682440620999
5812313;24.84451004109049;60.36831752424965
5812314;24.849039400210792;60.36839083232003
5812315;24.853568782945626;60.36846398630944
5812360;25.05741464393058;60.37159641684602
5812361;25.061945059385476;60.37166248144623
5812363;25.071005954102908;60.37179414818894
5812364;25.075536433266294;60.371859750328575
5814214;24.84465821101547;60.36607442272052
5814215;24.849187259370225;60.36614772414647
5814216;24.853716331334194;60.36622087150541
5814220;24.871832854292286;60.36651192023916
5814263;25.06660843249269;60.369484981183575
5814264;25.071138579456534;60.36955073151698
5814265;25.075668747602204;60.36961632770939
5814267;25.0847291472407;60.36974705766548
5814268;25.08925937863433;60.369812191426334
5816100;24.785934938449564;60.36286446993682
5816106;24.813105858877098;60.363313943381584
5816114;24.849335094920423;60.3639046149938
5816115;24.853863856163045;60.36397775572319
5816157;25.04409248701582;60.36691053581424
5816160;25.0576817393563;60.367109618413636
5816161;25.062211532854004;60.36717567103652
5816163;25.07127118362835;60.36730731390823
5816164;25.075801040805892;60.36737290415421
5816165;25.08033091911088;60.36743834027173
5816166;25.084860818493812;60.36750362225932
5817965;24.632145942653825;60.35796994801661
5817969;24.650255146211943;60.35829112875195
5818004;24.808727919603818;60.360996366384924
5818007;24.822312700744412;60.36121946549109
5818008;24.82684100898144;60.361293523802836
5818009;24.831369341064445;60.361367428083426
5818010;24.835897696943956;60.36144117833125
5818014;24.854011357437475;60.361734638962766
5818054;25.03516816291575;60.36453367300807
5818058;25.053285793805628;60.36480001704434
5818059;25.057815255078157;60.36486621778858
5818060;25.062344737671605;60.36493226442402
5818061;25.066874241536457;60.3649981569492
5818062;25.071403766623128;60.36506389536269
5818063;25.07593331288207;60.365129479663054
5818065;25.08499246871858;60.365260185918835
5818066;25.08952207819703;60.36532530787135
5818067;25.094051708649527;60.365390275705074
5818068;25.098581360026518;60.365455089418596
5819867;24.65494365159933;60.35612822608043
5819870;24.668524970924835;60.356367011449876
5819871;24.673052128573868;60.35644629865744
5819898;24.79529487025668;60.35852885056484
5819903;24.817934378957897;60.358902188823095
5819904;24.8224623527145;60.35897639443916
5819910;24.849630695214408;60.359418393751156
5819915;24.8722716298997;60.35978249083203
5819919;24.890384798171432;60.36007099590968
5819923;24.908498336811352;60.36035703635679
5819924;24.91302677897023;60.36042816135839
5819950;25.030774168418954;60.36222333638964
5819951;25.035303211517917;60.36229030158602
5819956;25.057948749479085;60.362622816224295
5819957;25.06247792121786;60.362688856873106
5819958;25.067007114223205;60.36275474342561
5819960;25.076065563835552;60.362886054235986
5819962;25.08512409791974;60.363016748644
5819963;25.089653396514922;60.36308186469358
5819964;25.094182716079445;60.36314682663831
5819965;25.09871205656373;60.36321163447677
5821757;24.62794468479727;60.3534037283168
5821761;24.64605130209985;60.353725466590205
5821763;24.65510476581968;60.35388541211561
5821771;24.691319645271104;60.354519036485094
5821793;24.790918842594138;60.35621069621512
5821794;24.79544636146883;60.35628581908314
5821795;24.79997390452483;60.35636078795916
5821799;24.818084317573447;60.356659123510894
5821808;24.858834142258235;60.35732136934056
5821819;24.908642063707713;60.3581138392045
5821820;24.91317019522564;60.35818495776034
5821846;25.030909506233513;60.35997997009368
5821847;25.035438238556285;60.36004692922061
5821848;25.03996699243799;60.36011373427383
5821851;25.05355338294159;60.36031322497682
5821852;25.058082222563876;60.360379413720764
5821853;25.06261108349749;60.36044544838377
5821854;25.067139965692917;60.360511328964414
5821855;25.0716688691006;60.360577055461285
5821856;25.076197793671042;60.36064262787292
5821858;25.08525570610203;60.36077331043482
5821859;25.089784693863507;60.36083842058225
5821860;25.094313702589577;60.36090337663879
5821861;25.098842732230747;60.36096817860304
5821863;25.107900854060112;60.36109732024891
5821866;25.12148819242868;60.36128987699025
5823657;24.655265854326956;60.351642597130855
5823661;24.673371848753007;60.351960612075345
5823689;24.800125061096587;60.354117748694314
5823699;24.845398705865932;60.354858900374495
5823700;24.849926201135247;60.3549321685921
5823701;24.854453719987227;60.35500528281233
5823704;24.868036417544726;60.35522370147288
5823709;24.89067471384528;60.35558465247869
5823710;24.89520244271601;60.35565638065145
5823712;24.904257969672408;60.35579937495606
5823713;24.908785767659165;60.35587064108481
5823741;25.035573244035703;60.357803555911836
5823742;25.040101687185885;60.35787035491038
5823743;25.044630151840632;60.35793699984773
5823744;25.049158637950473;60.35800349072241
5823745;25.053687145465886;60.35806982753295
5823746;25.058215674337337;60.35813601027799
5823747;25.06274422451533;60.35820203895602
5823748;25.067272795950327;60.35826791356563
5823749;25.071801388592853;60.358333634105406
5823750;25.076330002393323;60.35839920057389
5823752;25.08538729327017;60.35852987129134
5823753;25.089915970247468;60.35859497553743
5823754;25.09444466818467;60.35865992570657
5823755;25.098973387032206;60.35872472179739
5823756;25.1035021267406;60.35878936380839
5823759;25.11708847053547;60.358982365348666
5823762;25.130675000294733;60.359173980120595
5823764;25.139732789453944;60.359300952856486
5823765;25.144261714680862;60.35936420808667
5823766;25.14879066027323;60.35942730922317
5825548;24.650900792895264;60.34931989980822
5825558;24.696163185855887;60.35011178673921
5825579;24.791222373337597;60.351724643894286
5825584;24.813857104632543;60.352098650511955
5825590;24.8410195727446;60.35254237740479
5825592;24.85007391871901;60.352689054543994
5825598;24.877237520916967;60.35312539030804
5825600;24.88629224175613;60.35326960363605
5825601;24.89081963697321;60.35334147930675
5825602;24.895347055322663;60.35341320097982
5825634;25.04023636042918;60.355626974604384
5825635;25.044764514397077;60.35569361350181
5825636;25.04929268981523;60.35576009835053
5825637;25.05382088663412;60.35582642914904
5825638;25.058349104804275;60.35589260589598
5825639;25.062877344276146;60.35595862858986
5825640;25.067405605000264;60.35602449722926
5825642;25.07646219000717;60.356155772338894
5825643;25.080990514190937;60.35622117880629
5825645;25.09004722567155;60.356351529559085
5825646;25.094575612869377;60.356416473841655
5825648;25.103632449932473;60.35654590021212
5825654;25.130803458895976;60.35693048166497
5825655;25.13533203246198;60.35699403931729
5825656;25.139860626487923;60.35705744289262
5825657;25.14438924092432;60.35712069238959
5825658;25.148917875721594;60.35718378780684
5827441;24.655587954225386;60.34715696410154
5827452;24.705373593845803;60.348025421343664
5827471;24.791374102376803;60.349481616247296
5827481;24.836641060495285;60.35022571279267
5827482;24.841167887584234;60.35029927566761
5827483;24.845694738344083;60.35037268457619
5827485;24.854748510678803;60.350519040487946
5827487;24.86380237710405;60.350664780515224
5827489;24.87285633722442;60.350809904645374
5827497;24.90907310674799;60.351384241943244
5827498;24.91360030663996;60.351455341167195
5827527;25.04489885550326;60.35345022621421
5827528;25.049426720279243;60.35351670503778
5827529;25.053954606451132;60.35358302982509
5827530;25.05848251396945;60.353649200574736
5827531;25.06301044278473;60.35371521728531
5827532;25.067538392847464;60.35378107995532
5827534;25.076594356517283;60.353912343167956
5827536;25.085650404582935;60.35404299020131
5827537;25.090178460140457;60.35410808264721
5827542;25.112819051194744;60.35443123411229
5827544;25.121875432883456;60.35455941631543
5827545;25.12640365465841;60.35462327632938
5827546;25.130931896987747;60.35468698228303
5827547;25.135460159821953;60.35475053417502
5827548;25.139988443111505;60.354813932003985
5827549;25.144516746806882;60.35487717576856
5829341;24.701005409629687;60.34570435060273
5829347;24.728160488619224;60.34617108617408
5829348;24.73268642255644;60.34624833675553
5829357;24.773420940358047;60.34693666569543
5829363;24.800578386074744;60.34738862496473
5829365;24.809631061388675;60.34753804656844
5829371;24.83678966202325;60.34798261673961
5829373;24.845842719148294;60.3481295752071
5829375;24.854895870737977;60.34827591785856
5829376;24.859422481833565;60.348348858249274
5829377;24.863949116397045;60.34842164468121
5829379;24.873002455730166;60.348566755662404
5829380;24.877529160400947;60.348639080208514
5829381;24.882055888341963;60.34871125078954
5829384;24.895636211292356;60.34892683872645
5829386;24.90468987537106;60.34906979416367
5829387;24.909216741895687;60.34914104092138
5829388;24.913743631344573;60.349212133703126
5829417;25.045033175164054;60.35120683798492
5829418;25.0495607293473;60.35127331078416
5829419;25.054088304921688;60.3513396295611
5829420;25.058615901837708;60.3514057943143
5829421;25.06314352004587;60.351471805042344
5829422;25.067671159496705;60.35153766174377
5829423;25.07219882014072;60.35160336441716
5829424;25.076726501928444;60.351668913061076
5829425;25.08125420481036;60.3517343076741
5829426;25.085781928737017;60.351799548254824
5829427;25.090309673658897;60.35186463480183
5829428;25.094837439526533;60.351929567313654
5829429;25.099365226290395;60.35199434578897
5829430;25.103893033901024;60.3520589702263
5829431;25.1084208623089;60.35212344062426
5829432;25.112948711464522;60.35218775698147
5829433;25.11747658131842;60.35225191929652
5829434;25.122004471821068;60.35231592756799
5829435;25.126532382923;60.35237978179455
5829438;25.14011623932924;60.35257042019064
5831219;24.651384757503283;60.34259146738086
5831230;24.701163294206456;60.34346145995934
5831231;24.705688767856536;60.343539626903116
5831233;24.714739790531688;60.34369549912151
5831248;24.78262562627566;60.34484491853438
5831253;24.805255461532933;60.345220362739504
5831269;24.877674945234933;60.34639592369833
5831270;24.882201362818645;60.34646808774061
5831271;24.886727803617948;60.346540097830136
5831277;24.913886933174354;60.34696892527259
5831307;25.04969471702426;60.34902991558966
5831308;25.054221982050613;60.34909622835707
